age,job,marital,education,balance,housing,loan,day,month
37,unemployed,single,tertiary,1032,no,no,4,feb
39,management,married,tertiary,351,yes,no,20,may
28,student,single,secondary,231,yes,no,8,may
44,housemaid,married,primary,3706,no,no,17,jun
37,management,married,tertiary,5,no,no,29,aug
58,management,single,tertiary,342,no,yes,11,jul
50,unemployed,single,secondary,588,no,no,31,jul
38,services,married,secondary,3165,yes,no,12,may
31,management,single,tertiary,0,no,no,25,aug
33,technician,divorced,secondary,464,no,no,4,feb
35,management,single,tertiary,837,no,no,4,aug
53,management,married,tertiary,34230,yes,yes,7,may
58,retired,married,secondary,5435,yes,no,6,may
26,blue-collar,single,primary,102,yes,no,16,may
34,admin.,married,secondary,641,yes,yes,16,may
50,blue-collar,married,primary,334,no,no,27,aug
42,blue-collar,married,unknown,149,yes,no,23,jul
46,admin.,married,secondary,179,yes,no,29,jan
45,blue-collar,married,primary,61,no,no,17,apr
46,services,married,secondary,375,no,no,31,jul
31,technician,single,secondary,2088,no,no,9,feb
44,technician,single,secondary,29,yes,no,5,may
36,management,married,tertiary,3839,no,no,19,nov
50,management,married,secondary,2910,no,no,29,jul
33,management,single,tertiary,3770,no,no,28,jan
33,blue-collar,married,primary,141,yes,no,21,may
55,management,single,tertiary,0,no,no,30,apr
40,services,single,secondary,65,yes,no,15,may
30,technician,married,secondary,-306,yes,yes,18,nov
36,services,married,secondary,3740,yes,no,7,apr
34,services,divorced,secondary,0,yes,yes,20,may
46,entrepreneur,married,secondary,131,yes,no,20,apr
55,management,married,tertiary,23189,yes,no,14,may
56,blue-collar,divorced,primary,-1,no,no,18,jul
34,admin.,single,secondary,6979,yes,no,15,may
42,management,married,tertiary,187,no,no,11,aug
48,blue-collar,married,primary,1203,no,no,6,aug
51,management,married,primary,6298,yes,no,20,jun
45,blue-collar,single,tertiary,-243,no,yes,8,jul
35,self-employed,single,primary,181,yes,no,15,may
63,self-employed,married,tertiary,661,no,no,2,mar
35,blue-collar,married,secondary,270,yes,yes,6,apr
25,student,single,secondary,1919,yes,no,15,may
26,self-employed,married,secondary,492,yes,yes,15,may
29,management,single,tertiary,91,no,no,30,apr
26,management,married,tertiary,775,no,no,19,may
26,blue-collar,single,secondary,2669,yes,no,16,apr
23,management,single,tertiary,2605,yes,no,7,may
51,management,single,unknown,1277,no,no,22,feb
51,blue-collar,married,secondary,568,yes,no,4,jun
43,technician,married,secondary,2344,yes,no,27,may
81,retired,divorced,primary,4321,no,no,11,aug
42,management,divorced,tertiary,1064,no,no,18,aug
41,services,married,secondary,241,yes,yes,4,jun
35,technician,single,secondary,183,no,no,1,sep
32,management,married,tertiary,9214,no,yes,18,oct
51,services,single,secondary,513,yes,no,29,jul
33,technician,married,secondary,14850,yes,no,5,feb
38,self-employed,married,secondary,279,yes,no,28,may
48,retired,married,tertiary,4,no,yes,23,jul
50,technician,divorced,secondary,-298,yes,no,6,feb
39,blue-collar,single,secondary,522,yes,no,14,may
30,services,single,secondary,0,yes,no,7,jul
39,technician,married,secondary,8,no,yes,17,nov
35,technician,married,tertiary,432,no,no,12,aug
41,technician,married,secondary,-378,yes,no,5,feb
41,admin.,married,secondary,338,yes,no,16,may
35,blue-collar,married,primary,2878,yes,no,18,nov
43,management,married,primary,62,yes,no,14,may
27,services,married,secondary,1303,yes,yes,21,may
32,technician,married,secondary,255,no,yes,25,aug
39,technician,divorced,secondary,0,yes,yes,30,apr
37,management,married,tertiary,1125,yes,no,3,jun
40,entrepreneur,married,secondary,1238,yes,no,21,jul
33,blue-collar,married,secondary,370,yes,no,8,apr
29,management,married,tertiary,2417,yes,no,7,may
50,housemaid,married,primary,4,no,no,16,jun
39,admin.,married,primary,444,yes,no,8,may
32,technician,single,secondary,28,yes,no,18,nov
49,management,married,tertiary,2139,no,no,5,aug
37,blue-collar,married,secondary,194,yes,no,12,may
57,blue-collar,married,primary,195,no,yes,30,jul
44,management,married,secondary,0,no,no,21,aug
36,self-employed,married,secondary,189,yes,no,22,jul
55,management,single,secondary,220,yes,no,6,may
40,admin.,married,primary,189,yes,no,27,may
40,blue-collar,married,secondary,746,yes,yes,2,feb
44,management,married,secondary,13054,yes,no,11,may
41,services,married,primary,0,yes,no,17,jul
65,retired,married,secondary,23421,no,no,2,feb
31,blue-collar,married,secondary,41,yes,no,19,may
48,blue-collar,married,secondary,7408,no,yes,4,feb
55,retired,married,tertiary,101,yes,no,9,jul
34,admin.,married,secondary,384,yes,no,14,may
36,admin.,single,secondary,2556,yes,no,13,apr
33,management,married,tertiary,808,yes,no,19,aug
46,management,married,tertiary,0,no,no,26,may
52,management,married,tertiary,1158,no,no,27,aug
33,management,married,tertiary,334,no,no,25,nov
29,blue-collar,married,secondary,296,yes,no,4,jun
36,technician,married,primary,1653,yes,yes,27,may
37,admin.,married,secondary,1283,yes,no,20,may
53,blue-collar,married,primary,2295,no,no,21,aug
28,unemployed,married,secondary,-42,yes,yes,31,jul
19,student,single,secondary,55,no,no,6,oct
41,housemaid,married,primary,365,no,no,8,aug
33,services,single,secondary,772,yes,no,29,jan
28,management,single,tertiary,334,yes,no,14,may
40,admin.,married,secondary,1060,yes,no,17,apr
78,retired,married,unknown,38,no,no,4,aug
29,services,single,secondary,146,yes,no,19,may
36,unemployed,married,secondary,439,yes,no,6,feb
59,entrepreneur,married,primary,124,yes,no,18,nov
34,services,married,secondary,190,yes,no,15,may
82,retired,married,unknown,211,no,no,22,apr
36,management,married,tertiary,871,no,no,18,nov
48,management,married,primary,1513,no,no,29,jan
36,blue-collar,married,primary,871,yes,yes,18,nov
25,technician,single,secondary,1298,no,no,2,sep
40,technician,single,secondary,360,yes,no,9,may
33,services,married,tertiary,597,no,no,4,feb
30,blue-collar,divorced,secondary,457,yes,no,20,jun
27,services,single,secondary,2457,yes,no,29,may
34,technician,married,tertiary,2069,no,no,20,aug
28,services,single,secondary,47,no,no,22,jul
40,blue-collar,married,primary,13,yes,no,4,jul
47,retired,married,secondary,-71,yes,no,11,aug
59,unknown,divorced,unknown,27,no,no,5,may
30,services,single,secondary,-114,yes,no,21,jul
39,unemployed,single,secondary,2645,yes,no,21,may
44,blue-collar,married,secondary,1025,yes,no,18,jun
46,management,single,tertiary,2044,no,no,4,feb
32,housemaid,married,tertiary,10,yes,no,2,jun
35,admin.,divorced,secondary,0,no,yes,14,jul
35,management,single,tertiary,644,yes,no,30,may
38,management,married,tertiary,4293,yes,no,6,may
27,housemaid,married,primary,-238,no,no,14,jul
32,housemaid,divorced,secondary,-613,yes,no,15,apr
37,admin.,divorced,secondary,1573,yes,no,12,may
59,entrepreneur,married,tertiary,1728,no,no,7,jul
32,technician,married,tertiary,15,no,no,14,may
31,technician,married,secondary,-160,yes,no,14,jul
55,technician,married,secondary,312,no,no,6,feb
26,technician,single,secondary,33,no,no,23,jul
30,blue-collar,single,secondary,80,yes,yes,5,may
34,admin.,married,secondary,445,no,no,19,aug
83,retired,divorced,primary,4565,no,no,13,sep
46,self-employed,married,primary,3262,no,no,14,aug
48,blue-collar,married,primary,559,yes,no,15,may
47,blue-collar,married,secondary,4840,no,no,16,jun
31,technician,married,secondary,-302,no,no,13,aug
32,entrepreneur,married,unknown,73,yes,no,21,nov
32,technician,married,secondary,4790,yes,no,22,jul
39,admin.,single,secondary,1078,no,no,3,jun
54,management,married,tertiary,284,yes,yes,15,may
55,retired,married,secondary,493,yes,no,13,may
28,technician,single,secondary,100,yes,no,13,may
48,housemaid,single,secondary,1042,no,no,18,nov
44,management,married,tertiary,3665,no,no,17,mar
47,technician,married,secondary,-9,no,no,14,aug
43,blue-collar,married,secondary,576,yes,yes,13,may
53,housemaid,married,primary,945,no,no,29,jan
42,blue-collar,married,secondary,108,yes,no,31,jul
39,management,single,tertiary,93,yes,yes,13,may
37,blue-collar,married,secondary,-97,yes,no,5,jun
58,management,married,tertiary,3768,yes,no,18,jun
31,services,single,secondary,8,no,no,7,jul
40,technician,married,secondary,66,yes,no,12,may
38,services,married,secondary,0,no,yes,16,jul
46,admin.,divorced,secondary,-637,yes,no,17,nov
31,technician,married,secondary,0,yes,yes,28,jan
32,management,married,tertiary,26,no,no,22,aug
46,entrepreneur,married,tertiary,4726,yes,no,8,apr
25,blue-collar,married,secondary,1782,yes,no,19,jun
28,blue-collar,single,secondary,3430,yes,no,6,jun
40,blue-collar,married,primary,332,yes,no,12,may
31,admin.,single,secondary,554,yes,no,5,feb
39,management,married,secondary,0,yes,no,24,jul
36,admin.,married,secondary,542,yes,no,18,jun
37,services,married,secondary,393,yes,yes,13,may
48,blue-collar,married,primary,134,yes,no,28,may
34,technician,married,tertiary,178,yes,no,18,nov
24,student,single,primary,0,no,no,5,jun
33,management,single,tertiary,23,no,no,20,aug
54,technician,married,secondary,0,no,no,16,nov
56,admin.,married,primary,202,yes,no,9,may
41,management,divorced,tertiary,647,yes,no,16,may
46,blue-collar,married,primary,143,yes,no,7,may
27,services,single,secondary,1928,no,yes,15,jul
32,admin.,single,secondary,1630,yes,no,30,jan
40,retired,married,secondary,102,no,no,6,may
38,blue-collar,divorced,primary,0,no,no,12,jun
36,blue-collar,married,secondary,1790,yes,no,16,apr
33,management,single,tertiary,0,no,no,27,may
31,management,single,tertiary,1675,no,no,2,sep
34,blue-collar,married,secondary,-745,yes,yes,11,jul
34,self-employed,married,secondary,-56,yes,no,19,may
45,admin.,married,secondary,0,no,no,14,aug
52,blue-collar,married,primary,2396,yes,no,15,may
37,services,single,tertiary,223,yes,no,28,may
30,blue-collar,married,primary,5956,yes,yes,20,nov
35,technician,single,tertiary,122,no,no,20,apr
31,technician,single,secondary,4888,yes,no,5,may
47,housemaid,married,primary,183,no,no,13,aug
32,entrepreneur,married,tertiary,0,yes,yes,18,nov
32,technician,divorced,secondary,-262,yes,no,28,aug
39,blue-collar,single,secondary,169,yes,no,9,may
31,blue-collar,married,secondary,3364,yes,no,20,nov
31,technician,married,tertiary,15,no,no,2,jun
44,management,married,tertiary,126,yes,no,13,may
40,entrepreneur,married,tertiary,1953,yes,no,6,jun
77,retired,married,primary,1385,no,no,8,sep
34,blue-collar,married,secondary,261,yes,no,3,feb
48,technician,married,secondary,178,yes,no,17,jun
31,technician,single,secondary,1819,yes,no,15,may
31,management,single,tertiary,0,no,no,19,aug
32,blue-collar,single,secondary,6337,yes,no,19,nov
42,admin.,married,secondary,214,yes,no,28,may
35,management,single,tertiary,0,no,no,25,aug
57,entrepreneur,married,primary,1153,yes,yes,9,jun
56,retired,married,secondary,415,no,no,22,aug
34,management,married,tertiary,101,no,no,8,aug
52,technician,married,secondary,1490,no,yes,17,jun
31,admin.,single,secondary,779,yes,yes,3,apr
42,technician,single,secondary,2036,yes,no,19,nov
46,blue-collar,married,primary,333,yes,no,31,jul
32,technician,married,secondary,963,no,no,28,aug
47,blue-collar,married,secondary,4709,no,no,22,aug
46,blue-collar,divorced,secondary,1074,yes,no,14,may
41,admin.,single,secondary,90,yes,no,15,may
42,admin.,single,secondary,243,yes,no,14,may
31,self-employed,married,tertiary,414,no,no,14,aug
47,admin.,single,tertiary,0,no,no,29,jan
60,retired,married,tertiary,2196,no,no,15,jun
35,entrepreneur,single,tertiary,1416,yes,no,6,may
46,services,divorced,secondary,281,yes,yes,6,may
40,services,married,secondary,518,no,no,17,jul
48,unknown,married,unknown,3,no,no,19,aug
52,blue-collar,married,primary,36,no,no,13,aug
50,blue-collar,married,primary,9301,yes,no,7,jul
34,technician,married,secondary,883,no,no,3,feb
34,admin.,married,tertiary,21,no,yes,2,jun
44,management,married,tertiary,3091,yes,no,17,jun
44,blue-collar,married,primary,2791,no,no,18,jun
28,services,single,secondary,217,yes,no,9,feb
28,self-employed,single,tertiary,1579,no,no,14,oct
29,management,married,secondary,0,yes,no,2,jun
29,student,single,secondary,314,no,no,13,aug
55,management,married,tertiary,655,no,no,28,jul
31,admin.,married,secondary,212,yes,no,18,jul
31,admin.,single,secondary,523,no,yes,2,feb
32,management,single,tertiary,111,yes,no,8,may
31,technician,single,tertiary,1166,yes,no,3,jun
47,housemaid,married,secondary,582,no,no,13,aug
34,technician,single,secondary,513,yes,no,5,may
53,management,married,tertiary,75,no,no,20,aug
29,admin.,single,secondary,1992,no,no,12,apr
50,management,married,secondary,2910,no,no,19,nov
49,services,married,secondary,66,yes,yes,21,nov
32,technician,married,secondary,599,no,no,19,nov
42,technician,married,secondary,89,yes,no,5,may
37,admin.,single,secondary,796,yes,no,29,jan
36,technician,married,tertiary,571,yes,yes,31,jul
33,blue-collar,married,secondary,215,no,no,15,apr
36,blue-collar,married,secondary,1088,yes,no,13,may
30,services,married,secondary,271,yes,no,15,may
57,self-employed,married,secondary,11494,no,no,19,nov
37,admin.,married,tertiary,2741,no,no,16,jun
25,services,divorced,secondary,1694,no,no,7,jul
70,retired,divorced,primary,383,no,no,28,apr
41,management,married,tertiary,298,no,no,4,may
26,management,single,tertiary,155,yes,no,27,may
53,entrepreneur,married,primary,694,yes,no,14,may
55,management,married,unknown,179,no,no,19,jun
23,technician,single,secondary,356,yes,no,18,may
45,management,married,tertiary,0,yes,no,5,may
34,self-employed,married,secondary,179,yes,yes,24,jul
35,management,married,tertiary,244,yes,no,19,nov
30,management,divorced,tertiary,46,no,no,13,aug
36,admin.,divorced,secondary,246,yes,no,16,may
48,self-employed,married,tertiary,7,yes,no,5,may
67,retired,divorced,primary,1746,no,no,5,aug
35,technician,single,tertiary,992,yes,no,26,aug
38,housemaid,divorced,tertiary,4312,no,no,15,may
44,blue-collar,married,primary,103,yes,no,12,may
54,blue-collar,married,secondary,506,yes,no,18,nov
42,management,divorced,tertiary,461,yes,no,3,jun
36,technician,single,tertiary,268,no,no,29,aug
26,technician,single,secondary,-454,no,yes,18,jul
35,management,married,tertiary,365,no,no,21,nov
33,technician,divorced,secondary,2,yes,no,7,may
58,services,married,secondary,1667,yes,yes,6,may
21,blue-collar,single,secondary,2265,no,no,27,may
34,blue-collar,married,secondary,4622,yes,yes,20,may
38,blue-collar,single,secondary,0,no,no,13,aug
41,technician,married,secondary,188,no,yes,31,jul
36,management,single,secondary,0,no,no,13,aug
38,self-employed,single,secondary,592,no,no,6,may
25,technician,married,secondary,-276,yes,no,4,jun
34,technician,married,secondary,1254,no,no,6,may
34,technician,married,secondary,652,yes,yes,18,jul
45,blue-collar,married,secondary,192,yes,no,13,may
30,technician,single,secondary,148,yes,yes,15,may
42,technician,married,secondary,1812,yes,no,31,jul
50,unemployed,married,secondary,3478,yes,no,13,may
33,technician,married,secondary,264,no,no,28,aug
35,management,married,tertiary,71,yes,no,30,apr
59,blue-collar,married,secondary,1376,no,yes,9,may
38,blue-collar,married,primary,668,no,no,8,may
33,services,married,secondary,703,no,no,18,nov
45,technician,divorced,unknown,-25,no,yes,3,jul
37,unemployed,single,secondary,48,no,no,31,jul
35,technician,single,tertiary,2453,yes,no,13,aug
41,blue-collar,single,primary,0,yes,no,16,may
33,management,married,tertiary,133,yes,no,26,may
30,management,single,tertiary,277,yes,no,8,may
49,housemaid,married,primary,78,no,no,10,jul
39,management,married,secondary,517,yes,no,18,nov
44,entrepreneur,divorced,secondary,1,no,no,31,jul
38,blue-collar,married,primary,7944,no,no,17,jun
27,admin.,single,secondary,3,yes,no,8,may
45,management,married,tertiary,623,no,no,9,sep
40,management,divorced,tertiary,290,yes,no,27,may
53,services,married,primary,8918,yes,no,23,jul
32,management,single,tertiary,41,yes,no,7,may
34,blue-collar,married,secondary,199,yes,no,8,may
29,blue-collar,married,secondary,100,yes,yes,6,may
34,services,single,secondary,313,yes,no,14,jul
40,admin.,married,secondary,419,yes,yes,12,may
44,technician,married,secondary,0,yes,no,30,may
36,management,single,tertiary,0,no,yes,18,nov
39,technician,married,tertiary,437,no,no,27,may
58,blue-collar,married,primary,1357,yes,no,13,may
37,technician,married,secondary,1610,no,no,16,jun
31,management,married,tertiary,0,yes,no,4,may
46,blue-collar,divorced,secondary,709,yes,no,18,jul
26,student,single,tertiary,10086,no,no,8,jul
37,services,married,secondary,0,yes,no,14,jul
39,services,married,secondary,-311,yes,no,6,may
36,management,married,tertiary,9324,yes,no,30,mar
29,management,married,tertiary,7832,yes,no,27,may
47,technician,divorced,secondary,191,no,no,19,aug
47,management,married,tertiary,6637,yes,no,17,apr
44,services,single,secondary,0,yes,no,14,may
24,admin.,single,secondary,172,no,no,3,feb
30,blue-collar,married,secondary,1131,yes,yes,18,nov
55,management,single,tertiary,797,no,no,29,jul
41,admin.,married,secondary,120,no,yes,8,jul
57,admin.,married,primary,215,yes,yes,17,jul
34,blue-collar,married,primary,425,yes,no,16,jul
31,admin.,single,secondary,476,no,no,9,feb
56,entrepreneur,divorced,primary,29,no,no,29,jan
53,management,married,unknown,527,yes,no,23,jul
33,management,single,tertiary,0,no,no,27,aug
67,admin.,married,primary,1093,no,no,8,jul
53,housemaid,married,primary,70,no,no,21,aug
41,housemaid,married,primary,39,no,no,21,aug
46,housemaid,married,primary,296,yes,no,20,jun
58,admin.,married,secondary,1464,yes,yes,5,jun
39,blue-collar,married,primary,2226,yes,no,6,may
30,technician,single,secondary,1286,no,no,28,aug
37,blue-collar,married,primary,-738,yes,no,5,may
45,management,married,tertiary,3643,no,no,21,nov
50,housemaid,married,tertiary,5260,yes,no,24,jul
30,technician,single,secondary,3096,yes,no,11,aug
29,blue-collar,married,secondary,-312,yes,yes,14,may
32,self-employed,married,primary,286,yes,no,6,aug
37,management,married,tertiary,89,yes,no,19,may
26,services,single,secondary,-72,yes,no,30,jun
51,management,single,tertiary,4305,yes,no,4,may
38,admin.,married,primary,1487,no,no,9,jun
72,retired,divorced,primary,0,no,no,28,aug
42,technician,divorced,secondary,-78,yes,yes,29,jul
57,blue-collar,single,primary,3495,no,yes,19,nov
22,student,single,unknown,3317,no,no,10,aug
46,management,married,tertiary,1906,no,no,28,aug
32,unemployed,married,secondary,2996,yes,no,19,may
42,technician,married,tertiary,446,no,no,6,aug
37,blue-collar,married,secondary,1590,no,no,12,jun
27,self-employed,single,tertiary,5214,yes,no,28,may
30,management,married,tertiary,134,yes,no,19,may
34,management,married,tertiary,8,no,no,25,aug
56,management,married,tertiary,3120,yes,no,7,aug
54,services,married,secondary,171,no,yes,14,jul
57,management,married,secondary,39,yes,no,15,may
56,management,married,tertiary,171,no,yes,17,jul
41,services,married,secondary,-140,no,yes,6,jun
32,management,single,tertiary,728,yes,no,21,may
34,services,married,secondary,1637,yes,no,21,nov
30,services,single,secondary,-143,yes,no,15,may
42,technician,divorced,tertiary,802,no,no,28,jan
40,housemaid,married,tertiary,795,yes,no,29,may
36,technician,single,secondary,265,yes,yes,5,may
42,services,married,primary,2567,yes,no,19,may
34,management,married,tertiary,3402,no,no,3,jun
30,services,divorced,secondary,1336,yes,no,18,may
35,blue-collar,married,secondary,306,no,no,20,jun
44,blue-collar,single,primary,10984,no,no,20,jun
46,admin.,married,secondary,526,no,yes,31,jul
38,services,married,tertiary,563,yes,no,7,may
32,services,single,tertiary,0,no,no,28,aug
34,management,married,tertiary,0,no,no,29,aug
53,services,divorced,primary,3107,no,no,5,jun
38,services,married,primary,0,no,no,28,jul
54,management,married,tertiary,1146,yes,no,12,aug
32,blue-collar,single,secondary,5252,yes,no,20,nov
33,management,married,tertiary,1195,yes,no,13,may
46,technician,married,secondary,488,no,no,5,jun
49,management,married,tertiary,1887,no,no,18,nov
37,management,married,tertiary,49,no,yes,22,aug
40,blue-collar,married,secondary,280,yes,no,8,may
35,blue-collar,married,secondary,-461,no,no,23,may
26,services,divorced,primary,633,yes,no,27,may
27,blue-collar,single,primary,3955,yes,no,28,may
39,management,married,tertiary,-233,yes,no,19,nov
31,services,single,tertiary,1626,no,no,31,jul
53,blue-collar,married,secondary,1103,yes,yes,4,feb
50,entrepreneur,divorced,tertiary,223,no,no,7,jul
36,blue-collar,single,secondary,-175,yes,no,15,may
46,blue-collar,married,secondary,-3,yes,no,9,may
36,services,married,tertiary,0,yes,no,8,may
38,housemaid,married,primary,3918,no,no,27,aug
44,management,married,tertiary,284,yes,yes,10,jul
56,retired,married,secondary,4577,no,no,29,aug
37,management,single,tertiary,876,yes,no,15,apr
51,blue-collar,married,primary,3754,no,yes,13,aug
41,technician,married,secondary,128,yes,no,27,aug
55,technician,divorced,tertiary,0,yes,no,30,may
38,management,divorced,tertiary,547,yes,no,14,may
21,management,single,tertiary,243,no,yes,17,jun
40,entrepreneur,married,tertiary,3571,no,no,9,jun
39,technician,married,secondary,130,no,no,8,jul
30,blue-collar,married,secondary,-529,yes,no,12,may
28,services,single,secondary,1636,yes,no,18,may
58,services,married,secondary,12180,no,no,16,jun
50,unemployed,married,secondary,297,yes,no,31,jul
32,blue-collar,single,secondary,413,yes,no,19,nov
44,technician,single,secondary,285,yes,no,12,may
47,technician,married,secondary,19,yes,no,6,may
45,unknown,married,primary,44,no,no,11,jun
48,services,divorced,secondary,62,yes,no,8,may
60,management,married,tertiary,79,no,no,11,jun
45,blue-collar,married,secondary,226,no,no,4,feb
31,technician,single,secondary,2388,no,no,5,aug
30,admin.,single,secondary,98,yes,no,23,jul
52,management,married,primary,48,no,no,9,jun
31,blue-collar,married,secondary,255,yes,yes,18,may
53,blue-collar,married,secondary,2,yes,no,16,may
47,blue-collar,married,primary,643,yes,no,20,jun
42,technician,married,tertiary,13410,no,yes,14,aug
57,admin.,married,unknown,0,yes,no,15,may
35,self-employed,divorced,secondary,3443,no,no,30,jul
47,unemployed,married,primary,2946,no,no,5,jun
37,management,married,tertiary,21,yes,no,29,may
55,unemployed,married,primary,1212,no,no,31,aug
58,management,married,tertiary,2183,yes,no,22,jul
33,entrepreneur,married,secondary,135,yes,no,17,apr
29,blue-collar,married,secondary,5903,yes,no,8,may
41,unemployed,divorced,secondary,271,yes,no,19,jun
53,retired,married,secondary,303,yes,no,6,may
41,entrepreneur,single,primary,7264,no,yes,1,jul
42,unemployed,married,tertiary,0,no,no,8,oct
52,admin.,married,primary,204,no,no,19,aug
42,services,divorced,secondary,444,no,no,21,nov
33,services,single,secondary,-27,yes,no,26,may
44,blue-collar,single,primary,287,no,no,29,jan
53,management,married,tertiary,800,no,no,18,nov
35,technician,single,secondary,4645,yes,no,11,jan
47,entrepreneur,married,unknown,1481,yes,no,6,may
59,admin.,married,secondary,1575,yes,no,12,may
31,management,single,tertiary,5691,yes,no,21,nov
40,management,married,tertiary,294,yes,no,23,jul
55,management,married,tertiary,154,no,no,11,may
41,self-employed,single,tertiary,3950,yes,no,30,may
46,blue-collar,married,secondary,624,yes,no,16,apr
35,services,divorced,secondary,-504,no,no,10,jul
46,technician,divorced,secondary,111,yes,no,19,nov
31,blue-collar,married,secondary,1131,yes,yes,15,apr
49,management,married,tertiary,322,no,no,6,aug
37,technician,married,secondary,0,yes,no,16,apr
41,technician,single,tertiary,-89,yes,no,3,feb
42,blue-collar,married,secondary,3,yes,no,14,may
34,technician,single,secondary,1313,no,no,19,apr
55,technician,married,secondary,462,no,no,11,aug
49,unemployed,married,primary,11,yes,no,31,jul
59,technician,married,primary,3163,yes,no,29,may
26,technician,single,secondary,2,yes,yes,15,may
43,self-employed,married,tertiary,3157,no,no,21,apr
35,management,single,tertiary,4348,yes,no,2,apr
43,management,married,tertiary,-391,yes,no,28,jul
51,blue-collar,married,tertiary,7816,yes,no,12,may
29,technician,single,secondary,5763,no,yes,5,jun
42,self-employed,married,secondary,240,yes,no,4,feb
73,retired,married,primary,508,no,no,14,jun
39,services,married,secondary,2,yes,no,25,jul
39,management,married,tertiary,1654,no,yes,21,nov
44,entrepreneur,married,secondary,860,yes,yes,6,may
30,admin.,single,secondary,154,yes,no,21,nov
32,admin.,married,tertiary,281,yes,no,6,may
57,retired,married,secondary,427,no,no,29,jan
55,blue-collar,married,secondary,467,no,no,25,aug
24,self-employed,single,tertiary,91,yes,no,15,may
41,services,married,secondary,1319,yes,no,11,may
39,admin.,married,tertiary,259,yes,no,19,may
52,self-employed,married,secondary,-488,yes,no,29,may
28,services,single,secondary,60,no,yes,29,jan
56,management,married,primary,405,no,no,21,jul
33,technician,married,secondary,177,yes,yes,12,may
41,management,married,tertiary,-412,yes,no,29,jan
32,management,married,tertiary,282,no,no,22,aug
50,housemaid,married,tertiary,6181,no,no,17,jun
28,services,single,secondary,373,yes,no,18,may
36,management,married,tertiary,-92,no,yes,18,nov
36,blue-collar,married,primary,49,yes,no,15,may
53,housemaid,married,primary,0,no,no,24,jun
40,admin.,married,secondary,-283,no,no,20,jun
34,technician,single,secondary,1313,no,no,12,aug
35,admin.,single,secondary,2452,yes,no,5,jun
55,technician,married,secondary,517,yes,yes,19,may
49,management,married,tertiary,350,no,no,12,aug
57,retired,married,primary,1623,yes,yes,18,jul
44,blue-collar,single,secondary,-435,yes,no,27,may
57,retired,married,primary,333,no,no,22,aug
36,management,married,tertiary,3770,yes,no,31,jul
53,services,divorced,primary,778,yes,no,17,apr
25,admin.,single,secondary,483,no,yes,30,apr
26,unemployed,single,tertiary,2170,no,no,3,feb
33,management,single,tertiary,541,yes,yes,21,may
33,admin.,married,tertiary,205,no,no,1,jul
29,technician,single,tertiary,2269,yes,no,20,apr
34,admin.,divorced,secondary,0,yes,no,6,may
46,services,divorced,unknown,973,no,no,2,feb
25,admin.,married,secondary,894,yes,no,28,may
57,retired,married,primary,-12,no,yes,12,aug
50,management,married,tertiary,0,no,no,30,jan
48,blue-collar,married,primary,5154,yes,no,14,may
32,admin.,single,secondary,-32,no,no,29,jan
45,blue-collar,single,primary,999,no,no,29,jan
32,services,married,secondary,24,yes,yes,12,may
34,management,married,tertiary,0,yes,no,20,may
56,blue-collar,married,secondary,771,yes,yes,19,jun
49,management,single,tertiary,1350,yes,yes,11,may
54,admin.,married,tertiary,19,no,no,26,aug
44,management,single,tertiary,709,yes,no,19,nov
35,blue-collar,single,primary,2040,no,no,21,nov
31,management,married,tertiary,303,yes,no,14,may
34,management,married,secondary,-311,yes,no,27,may
38,management,single,tertiary,690,yes,no,20,may
56,management,married,tertiary,2551,yes,no,17,nov
49,technician,married,secondary,-142,yes,yes,23,jul
44,blue-collar,married,secondary,-448,yes,no,18,jun
33,admin.,married,tertiary,99,yes,yes,18,nov
33,technician,single,secondary,18,no,no,22,aug
29,services,single,secondary,37,no,yes,17,jul
34,blue-collar,married,primary,3868,yes,no,18,may
57,blue-collar,divorced,primary,5041,yes,no,16,apr
34,admin.,married,secondary,260,no,no,28,jan
55,blue-collar,married,secondary,67,no,no,8,jul
47,technician,divorced,secondary,157,yes,no,25,aug
48,blue-collar,married,secondary,1513,no,yes,17,jul
36,technician,single,secondary,1044,yes,no,20,aug
34,blue-collar,married,secondary,113,yes,no,13,may
43,blue-collar,married,unknown,245,yes,no,16,apr
55,management,married,tertiary,505,yes,no,17,apr
58,admin.,married,secondary,92,yes,no,27,may
62,self-employed,married,tertiary,3685,no,no,3,feb
32,management,married,tertiary,1636,yes,no,18,nov
35,management,married,tertiary,0,yes,no,5,may
33,management,single,tertiary,349,no,no,22,aug
54,technician,married,primary,3067,yes,no,29,jul
41,blue-collar,married,secondary,338,yes,no,14,may
58,retired,married,primary,282,yes,no,28,jul
34,management,single,tertiary,1190,no,no,3,feb
58,blue-collar,married,primary,73,no,no,17,jun
30,technician,married,secondary,384,no,no,25,aug
40,blue-collar,married,primary,-388,yes,no,4,may
35,management,married,tertiary,354,no,yes,9,feb
37,admin.,single,secondary,192,yes,no,23,may
32,blue-collar,single,secondary,70,yes,no,26,may
33,services,married,secondary,22,yes,no,5,may
48,technician,married,secondary,335,no,no,17,jun
46,blue-collar,divorced,primary,2775,no,yes,8,jul
35,management,single,tertiary,592,no,yes,14,may
32,management,single,tertiary,1271,yes,no,20,may
30,self-employed,single,tertiary,48,no,no,27,may
46,technician,married,tertiary,0,no,no,6,jun
27,student,single,tertiary,4869,yes,no,15,may
